Unnamed: 0,club,position,id,gender,trained_10_week,trained_im,has_trainer,cadence,age,bmi,n_marathons_run,bib_colour,VO2_max,heart_rate,shoe_size,time_seconds
759,No,2677,757,0,4.335858498848776,4.582179400083406,0,177,33.0,24.42,16,4,70.44,74.88,10,4806
10085,No,2678,10055,1,2.812882410647767,3.365466396167734,0,168,29.0,25.87,11,4,67.69,66.65,6,4806
8285,No,2679,8261,0,4.131120407829297,4.131120407829297,0,164,32.0,23.05,18,4,74.74,72.94,7,4806
3280,No,2680,3268,0,4.311448328248109,4.311448328248109,0,161,18.0,21.66,5,4,62.36,72.2,13,4807
2176,No,2681,2166,0,4.087988920446568,4.978358829077671,0,170,48.0,22.45,11,4,57.97,70.9,10,4808
10075,No,2682,10045,1,4.015550618084617,4.015550618084617,0,157,27.0,22.495630402171585,10,4,70.89,67.65,6,4808
760,No,2683,758,1,4.326092088679196,5.084759412129129,0,160,44.0,26.16,23,4,69.49,69.77,4,4809
5584,No,2684,5565,0,5.116845458412434,5.116845458412434,0,168,42.0,23.41,16,4,64.81,70.5,13,4809
10840,No,2685,10807,0,5.800570581833653,5.800570581833653,0,164,18.0,24.49,6,4,53.01,70.46,9,4809
740,Run every day,2686,738,0,3.226078603208834,4.684817549014772,1,175,28.0,25.81,3,4,67.84,70.08,10,4810
8335,Run every day,2687,8311,0,3.570540670666819,3.850883550399035,0,167,29.0,25.64,14,4,64.53,73.25,9,4810
9461,No,2688,9434,0,5.929544568336095,5.929544568336095,0,169,55.0,21.61,13,4,68.59,68.22,12,4810
8340,No,2689,8316,0,5.779111502645718,5.779111502645718,0,162,28.0,21.7,7,4,70.42,71.31,12,4810
2192,No,2690,2182,0,4.371705639137899,4.371705639137899,0,174,62.0,27.8,18,4,63.99,73.81,8,4810
2173,No,2691,2163,0,3.728363082287405,3.743715600688435,0,181,51.0,23.97,12,3,61.13,66.92,9,4810
11687,No,2692,11650,0,1.944676456429772,0.0,0,172,40.0,24.17,12,4,47.91,73.15,8,4810
5599,No,2693,5580,1,4.488303472816964,4.488303472816964,0,160,18.0,24.9,13,4,64.35,67.46,3,4811
10083,Mo running,2694,10053,0,5.364412009058794,5.364412009058794,0,174,49.0,25.63,14,4,73.41,70.95,10,4811
735,No,2695,733,0,3.868985920371824,4.057330381378982,0,174,37.0,24.21,6,4,71.44,69.99,8,4812
748,No,2696,746,0,4.256630035843004,4.256630035843004,0,171,35.0,21.91,12,4,44.612217,71.5,9,4812
4788,No,2697,4770,1,2.770918579887072,3.799081740613045,0,166,18.0,23.17,9,4,72.8,67.7,4,4812
13669,Gump's training,2698,13627,0,3.956036320848841,3.956036320848841,1,167,39.0,26.74,12,4,67.61,69.27,13,4813
2201,No,2699,2191,0,3.105565904997541,4.534497829593469,0,170,61.0,24.9,19,4,73.12,65.93,9,4813
768,No,2700,766,0,4.005088830174009,4.005088830174009,0,162,19.0,22.67,10,4,44.612217,73.58,8,4813
5597,No,2701,5578,0,3.889716367717189,3.889716367717189,0,165,21.0,23.3,8,4,59.33,73.44,10,4813
6755,No,2702,6733,0,5.023173843409139,5.023173843409139,0,169,56.0,25.96,9,4,63.72,71.5,8,4813
11682,No,2703,11645,0,2.636021622684664,3.165543294865287,0,155,38.0,23.64,26,3,64.67,64.63,7,4813
2195,Runway RAF running club,2704,2185,0,2.880476652397544,4.348704617816064,1,165,34.0,23.23,4,4,65.07,71.16,7,4813
8304,No,2705,8280,0,4.79060671247388,4.79060671247388,0,165,31.0,23.76,8,4,56.17,68.65,12,4814
3285,No,2706,3273,0,4.746530897348856,4.746530897348856,0,169,58.0,24.18,17,4,58.73,69.98,12,4814
8327,No,2707,8303,0,4.570983379960579,0.0,0,168,18.0,23.92,12,4,58.47,72.55,11,4814
4264,No,2708,4248,0,4.083983507406632,4.083983507406632,0,167,44.0,24.49,13,4,64.65,73.57,9,4815
2191,No,2709,2181,0,2.04373371574622,4.224829327021036,0,176,47.0,22.92,1,4,70.4,69.78,11,4815
10076,Run every day,2710,10046,1,3.386599165305554,5.013400824907528,1,181,48.0,24.28,16,4,44.612217,72.2,6,4815
5620,No,2711,5601,1,5.025576385589856,5.025576385589856,0,167,42.0,24.74,22,4,61.64,70.9,3,4815
13681,No,2712,13639,0,3.826931119524841,3.826931119524841,0,170,31.0,22.495630402171585,1,4,74.73,69.81,10,4815
8334,Flash boys,2713,8310,0,5.036538703052861,5.036538703052861,1,169,47.0,25.06,18,4,44.612217,70.87,11,4816
11681,No,2714,11644,1,0.0,4.685386313288414,0,162,18.0,21.93,16,4,75.54,69.95,3,4816
2214,No,2715,2204,0,4.892974225371106,4.892974225371106,0,177,26.0,23.84,4,4,62.35,69.53,7,4816
5607,No,2716,5588,0,4.007601698992762,4.167662693569547,0,165,42.0,22.5,4,4,44.612217,71.85,12,4816
4261,No,2717,4245,0,4.434932570505728,4.434932570505728,0,173,18.0,23.5,4,4,72.04,72.51,9,4816
779,Road Runners,2718,777,0,4.514748783463153,4.514748783463153,1,169,45.0,26.2,14,4,59.39,69.82,7,4817
8338,No,2719,8314,1,5.293651477193474,5.293651477193474,0,165,18.0,23.82,7,4,80.17,66.58,7,4817
3267,No,2720,3255,0,4.844895665253238,5.041814686863503,0,169,28.0,22.18,7,4,68.56,66.8,9,4817
8377,No,2721,8353,0,3.544511187452005,3.88674440336416,0,168,36.0,24.89,22,4,68.12,69.75,7,4817
10099,No,2722,10069,0,4.398781568866448,4.398781568866448,0,176,46.0,24.33,17,4,63.92,71.25,11,4817
8309,Gump's training,2723,8285,1,4.377737906337748,4.377737906337748,1,167,53.0,25.16,22,4,68.1,68.7,7,4817
10080,No,2724,10050,0,4.169462283106472,5.023745698022745,0,176,35.0,26.94,10,4,57.24,66.21,9,4817
5612,No,2725,5593,0,3.568370066432598,4.285934780333719,0,169,42.0,24.87,8,3,64.63,69.91,10,4818
5621,No,2726,5602,0,3.83500614451763,4.075215949527761,0,172,26.0,24.14,4,4,66.64,81.272823,11,4818
5598,The Bolts,2727,5579,0,4.148731270955225,4.735106866669577,1,175,35.0,23.13,11,4,65.9,65.58,10,4818
10081,No,2728,10051,0,5.43209873427306,5.43209873427306,0,160,53.0,24.06,20,4,69.89,67.65,12,4818
8316,No,2729,8292,0,3.022714582559489,3.689085963016351,0,164,18.0,26.37,7,4,60.85,71.14,13,4819
14586,No,2730,14539,1,4.431799362124312,4.431799362124312,0,166,21.0,24.58,13,4,68.48,72.05,6,4819
11673,No,2731,11636,1,3.66965686744019,4.279538494600149,0,166,26.0,27.29,15,3,70.01,68.9,3,4819
10836,No,2732,10803,1,3.667483189019617,4.970744453366877,0,170,58.0,23.77,8,4,75.23,73.06,6,4819
8324,No,2733,8300,0,3.58408363196923,4.633745499071443,0,176,35.0,24.39,2,3,57.35,68.99,9,4820
8364,No,2734,8340,1,0.0,4.21470981901494,0,173,38.0,22.495630402171585,20,4,60.13,69.51,7,4820
11701,Flash boys,2735,11664,0,3.527701711959457,3.541114254866739,1,168,65.0,25.17,9,4,66.42,68.47,11,4820
3903,Mo running,2736,3890,0,4.257324169736478,4.465049356021593,1,163,18.0,24.89,9,4,62.08,70.17,10,4820
708,No,2737,706,0,4.71340062209262,4.850803435755887,0,165,32.0,22.495630402171585,13,4,61.4,68.92,12,4820
7554,No,2738,7532,1,4.190656089243195,4.190656089243195,0,173,29.0,20.9,3,3,62.87,65.46,7,4821
2198,Run every day,2739,2188,1,4.20570145350674,4.20570145350674,1,179,27.0,22.8,8,4,69.38,69.61,7,4821
5586,No,2740,5567,0,2.146855808584445,3.737127389591356,0,166,20.0,27.36,16,4,66.93,67.1,8,4821
4799,Gump's training,2741,4781,0,5.618441134004007,5.618441134004007,1,173,41.0,24.04,3,4,44.612217,72.34,12,4821
8312,No,2742,8288,0,3.515160546155943,3.706957019082533,0,177,24.0,22.58,1,4,62.24,73.06,11,4821
8328,No,2743,8304,1,4.222566287758899,4.222566287758899,0,169,60.0,22.12,12,4,61.91,68.97,5,4822
10066,The Bolts,2744,10036,0,4.512583376932919,4.512583376932919,1,176,18.0,22.2,10,4,68.41,70.72,7,4822
13374,Gump's training,2745,13332,0,3.713309995269433,3.855958036628684,0,169,27.0,25.84,1,4,70.71,70.18,11,4823
2202,Road Runners,2746,2192,0,2.843146320436614,3.801197122819397,0,156,33.0,21.62,19,4,58.68,74.78,10,4823
14588,No,2747,14541,0,4.057702490263531,4.057702490263531,0,169,45.0,21.33,14,3,61.35,67.18,11,4823
10841,Runway RAF running club,2748,10808,0,3.357528612424441,4.355446416437459,0,175,30.0,25.58,14,4,53.74,71.61,8,4824
8311,No,2749,8287,0,4.005050293828618,4.543105282418348,0,171,22.0,22.54,2,4,56.89,69.07,8,4824
3284,No,2750,3272,0,3.684683850769471,4.11488675062173,0,171,55.0,25.8,16,4,64.08,64.06,12,4824
4793,No,2751,4775,0,3.818996817888134,3.818996817888134,0,163,27.0,26.29,7,4,66.33,71.69,8,4825
747,No,2752,745,0,4.719297185412209,4.719297185412209,0,173,27.0,22.495630402171585,11,3,58.04,69.83,7,4825
8353,No,2753,8329,1,3.736277920150384,3.736277920150384,0,166,45.0,20.13,14,4,68.15,74.62,5,4826
764,No,2754,762,0,4.035538104978428,4.035538104978428,0,163,31.0,24.26,8,4,59.6,71.3,8,4826
5602,No,2755,5583,1,3.98611655826216,4.360037848883604,0,168,18.0,24.48,13,4,74.25,81.272823,4,4826
70,Gump's training,2756,70,1,3.815926567689127,4.330276977101712,0,164,18.0,23.06,6,4,62.92,69.92,4,4826
3277,No,2757,3265,0,5.110493409759767,5.110493409759767,0,158,20.0,22.91,17,4,65.5,66.65,10,4826
13316,No,2758,13274,1,4.848608732815175,4.848608732815175,0,164,28.0,22.495630402171585,15,4,65.32,69.82,5,4826
8359,No,2759,8335,1,4.822945574818324,4.822945574818324,0,176,47.0,23.31,14,4,57.64,67.59,6,4827
12904,Best foot forward,2760,12863,1,4.658300211160324,4.658300211160324,1,177,59.0,25.89,9,4,59.97,70.59,3,4827
6757,No,2761,6735,1,3.630365241053001,4.093147238530239,0,178,67.0,22.94,21,4,70.12,81.272823,7,4827
5590,No,2762,5571,0,4.028179419839868,4.268666025790146,0,167,44.0,26.14,3,4,66.08,74.73,12,4828
10072,No,2763,10042,1,3.849158654444031,3.854349700845032,0,169,53.0,22.99,18,4,66.94,69.27,7,4828
3278,No,2764,3266,1,0.0,4.874900449824942,0,159,43.0,23.24,10,4,57.62,66.93,7,4828
11690,No,2765,11653,1,4.812897011519974,4.812897011519974,0,173,31.0,25.54,22,4,63.68,70.78,5,4828
3907,Mo running,2766,3894,1,4.130201628880463,4.130201628880463,1,176,44.0,25.62,15,4,57.52,73.26,5,4829
7557,Mo running,2767,7535,1,4.39847417791971,4.436334585762515,0,164,39.0,24.51,10,3,44.612217,70.21,3,4829
11677,No,2768,11640,0,4.3549524020754,4.630241969542526,0,167,41.0,23.92,15,4,74.19,70.4,9,4829
8362,No,2769,8338,0,4.785748544518047,4.785748544518047,0,172,48.0,26.91,13,4,62.65,70.08,10,4830
12894,Road Runners,2770,12853,0,3.301016167737969,4.056280347380555,0,164,51.0,25.0,19,4,59.37,65.63,13,4831
8332,No,2771,8308,0,6.323346269222839,6.323346269222839,0,176,32.0,23.47,6,4,68.62,73.91,11,4831
8325,No,2772,8301,0,3.664370993045011,4.426814208180363,0,170,32.0,23.18,14,4,69.25,69.92,12,4831
14587,The Bolts,2773,14540,1,4.487021017141134,4.982003686364683,0,170,38.0,24.67,12,4,69.21,67.48,3,4831
10831,No,2774,10798,0,4.262637926139075,4.274381106749148,0,169,27.0,21.44,5,4,68.7,70.7,7,4831
4271,Flash boys,2775,4255,0,4.913704768570607,4.913704768570607,0,165,34.0,22.97,18,4,68.18,66.59,12,4831
3908,No,2776,3895,0,4.721554721541875,4.721554721541875,0,162,19.0,23.13,10,4,47.15,71.69,10,4831
10839,No,2777,10806,0,3.79074045613457,4.554531955384634,0,171,38.0,22.68,19,4,60.82,68.75,10,4832
766,Run every day,2778,764,0,3.080073349156422,4.294610683861166,0,165,35.0,25.34,9,4,65.31,70.68,9,4832
11663,No,2779,11626,1,4.121198820945944,4.121198820945944,0,166,54.0,26.47,14,4,65.58,69.02,3,4832
5606,Forest's running club,2780,5587,0,3.236315075974284,4.588588532111928,0,169,61.0,24.21,16,4,56.37,68.38,11,4832
6756,No,2781,6734,0,3.046806000406673,4.255276235112579,0,171,33.0,23.42,16,4,81.4,70.75,9,4832
4790,No,2782,4772,1,4.279267885811834,4.279267885811834,0,159,62.0,21.57,17,4,59.48,64.18,3,4833
4792,No,2783,4774,0,3.900726044276018,4.014708077669678,0,160,32.0,25.48,6,4,59.62,71.93,13,4833
770,The Bolts,2784,768,0,4.428010627827426,4.858347955605198,1,167,33.0,24.62,14,4,62.35,66.99,11,4833
12892,No,2785,12851,0,4.43443741374247,4.43443741374247,0,167,45.0,23.92,14,4,65.97,67.95,10,4833
2188,Road Runners,2786,2178,1,3.4163663868345,4.046410085936225,0,165,34.0,25.44,11,4,44.89,70.04,3,4834
13687,Road Runners,2787,13645,0,4.471926580405578,4.471926580405578,0,173,38.0,24.01,5,4,75.15,74.4,11,4834
3281,No,2788,3269,0,3.361434000013268,4.201042879135539,0,176,29.0,25.08,8,4,53.75,69.51,8,4834
8354,No,2789,8330,1,2.799087975811074,3.87949981279166,0,169,42.0,25.18,12,4,58.8,68.16,7,4834
4262,No,2790,4246,1,3.445441645564974,3.802246054895595,0,164,37.0,23.88,7,4,54.85,68.72,3,4834
9449,No,2791,9422,0,3.756322400117967,4.183939616624092,0,177,27.0,22.73,27,4,85.28,70.97,13,4835
8314,No,2792,8290,0,4.272972823189021,4.272972823189021,0,164,42.0,24.29,14,4,66.68,67.39,9,4835
7567,No,2793,7545,0,2.793518093207824,3.553517519859144,0,162,28.0,23.77,7,4,67.11,73.15,11,4835
5627,No,2794,5608,0,3.918201322428605,3.918201322428605,0,164,41.0,23.84,7,4,61.95,70.95,7,4835
8339,Mo running,2795,8315,1,4.707811237837331,4.857664650052106,1,176,47.0,22.02,7,4,66.42,69.25,4,4836
8346,Run every day,2796,8322,1,4.245807845672392,4.245807845672392,0,170,37.0,22.83,10,4,54.75,67.78,7,4836
2208,No,2797,2198,0,2.39798642287624,4.048991140586827,0,160,37.0,27.26,16,4,64.64,68.42,10,4836
10835,No,2798,10802,1,5.830531376008628,5.830531376008628,0,169,31.0,21.8,12,3,67.61,67.42,3,4836
3906,No,2799,3893,0,4.725714644545546,4.725714644545546,0,162,30.0,23.78,16,4,70.33,71.57,11,4836
13677,No,2800,13635,0,3.013062313389406,4.270869872353004,0,171,54.0,22.65,4,4,71.4,81.272823,13,4836
5613,No,2801,5594,1,3.694993181675126,4.749865925434183,0,170,18.0,22.495630402171585,1,4,61.0,76.42,5,4837
7564,No,2802,7542,0,3.883312623513805,3.883312623513805,0,163,52.0,24.39,10,4,63.39,74.89,9,4837
5588,No,2803,5569,0,3.878525036243656,3.943236904362752,0,161,18.0,24.89,11,4,68.21,66.07,8,4837
12899,No,2804,12858,1,4.314073067547653,4.941111714402967,0,170,18.0,24.58,1,4,44.612217,71.65,4,4837
13696,No,2805,13654,0,5.97392643909729,5.97392643909729,0,165,20.0,24.86,14,4,65.24,74.42,11,4837
13703,No,2806,13661,0,4.07797935245519,4.07797935245519,0,171,49.0,23.58,19,4,73.69,71.58,13,4838
4273,No,2807,4257,0,3.965555881185935,4.281245557355989,0,163,28.0,23.56,4,4,63.32,67.59,11,4839
753,No,2808,751,1,4.021592778212028,4.021592778212028,0,171,28.0,24.57,12,4,59.24,66.77,4,4839
4258,Gump's training,2809,4242,0,2.597065878699667,4.671218463871401,1,174,41.0,24.48,13,4,61.78,69.79,7,4839
762,No,2810,760,0,3.989437642974269,3.989437642974269,0,170,18.0,26.11,3,4,58.12,68.44,13,4839
5622,No,2811,5603,1,5.223002173104891,5.223002173104891,0,166,26.0,24.64,9,4,57.5,67.76,5,4839
4782,Gump's training,2812,4764,0,3.934797270193388,3.950768405220457,1,170,62.0,24.93,10,4,64.01,69.02,11,4839
5605,No,2813,5586,0,2.076857508207763,3.772681135266721,0,165,21.0,24.73,11,4,54.95,68.53,10,4840
2180,No,2814,2170,0,3.702489800349485,3.702489800349485,0,164,42.0,26.38,13,4,44.612217,67.7,11,4840
12905,No,2815,12864,1,3.229763177603949,3.985210979300094,0,172,38.0,24.07,13,4,61.51,69.54,5,4840
4270,Run every day,2816,4254,0,4.161005587427616,4.161005587427616,1,165,32.0,24.52,7,4,53.04,74.52,12,4841
10832,No,2817,10799,0,3.78432555716579,4.051189201868193,0,174,55.0,25.48,8,4,71.45,72.3,13,4841
11692,No,2818,11655,0,2.865183030961143,4.093030710067464,0,170,24.0,19.87,12,4,62.74,72.01,9,4841
11668,No,2819,11631,0,4.68598895863186,4.68598895863186,0,167,62.0,25.5,15,4,58.07,63.44,8,4841
5596,No,2820,5577,0,5.923607491149151,5.923607491149151,0,165,42.0,25.59,15,4,72.79,65.76,12,4841
5609,No,2821,5590,1,3.158832090525079,3.670700670611275,0,169,41.0,22.495630402171585,11,4,64.74,70.16,3,4841
2199,No,2822,2189,0,3.06130711325789,3.297191957913087,0,166,18.0,23.6,17,4,67.73,81.272823,12,4841
13697,No,2823,13655,0,2.688636267792177,3.670407140244107,0,164,35.0,24.16,19,4,68.4,71.74,9,4842
6769,No,2824,6747,0,5.178131270269958,5.178131270269958,0,163,35.0,23.67,12,4,65.52,70.69,9,4842
3282,No,2825,3270,0,3.341125998298408,4.418058501416327,0,170,42.0,24.11,6,4,65.98,72.51,11,4843
3910,No,2826,3897,0,4.158891039323171,4.158891039323171,0,168,34.0,23.75,9,4,63.51,72.26,9,4843
13700,No,2827,13658,0,0.0,4.282910463170768,0,166,67.0,23.05,26,4,69.37,66.62,10,4843
10094,Runway RAF running club,2828,10064,0,2.542242572128667,4.598610294631257,1,171,48.0,24.55,13,4,58.2,71.71,13,4843
11700,Best foot forward,2829,11663,0,3.326963306789227,4.044703485693879,0,168,28.0,22.495630402171585,10,4,69.64,71.15,7,4844
11697,Flash boys,2830,11660,0,4.224024687963444,4.224024687963444,0,176,43.0,21.62,15,4,76.11,71.11,9,4844
7155,No,2831,7133,1,4.518059113464792,4.518059113464792,0,165,48.0,23.84,7,4,62.88,70.81,7,4844
10093,No,2832,10063,0,4.47659654556865,4.47659654556865,0,167,18.0,23.6,10,1,63.44,70.49,8,4844
10833,No,2833,10800,0,4.037467690898806,4.207237203015069,0,169,50.0,22.76,12,4,64.35,68.47,9,4845
13688,No,2834,13646,0,3.280913590124633,3.693615474434532,0,158,19.0,22.18,1,3,65.99,72.4,9,4845
3287,Road Runners,2835,3275,0,2.79600303242257,3.976784569144418,0,166,34.0,23.49,8,4,64.45,72.54,13,4845
71,No,2836,71,1,2.827781194687748,4.028247093449969,0,170,23.0,23.82,9,4,67.11,72.49,3,4845
13370,No,2837,13328,0,0.0,4.480484815185259,0,182,25.0,22.32,16,4,63.94,69.71,11,4846
771,No,2838,769,0,4.396950886424635,4.396950886424635,0,166,32.0,22.46,24,3,57.89,71.41,10,4846
8345,Gump's training,2839,8321,0,4.065209103425269,4.48394808274096,1,180,37.0,22.78,5,4,63.49,81.272823,13,4846
13716,No,2840,13674,1,3.879456890464212,4.43638830703488,0,172,41.0,22.47,15,4,64.32,66.46,6,4846
6752,No,2841,6730,0,4.153387235844065,4.153387235844065,0,175,36.0,28.88,9,4,69.89,69.7,7,4846
5626,No,2842,5607,1,4.496740620258775,4.496740620258775,0,164,46.0,22.69,21,4,67.45,72.36,4,4847
10097,No,2843,10067,0,1.366145318997301,4.120814913484155,0,173,47.0,22.96,16,4,61.36,68.78,13,4847
5595,No,2844,5576,0,3.910107386459818,3.910107386459818,0,180,29.0,21.48,5,4,69.75,69.55,11,4847
10092,Gump's training,2845,10062,0,4.475427962983877,4.475427962983877,1,172,38.0,24.98,7,4,65.58,73.64,12,4847
73,No,2846,73,0,5.133579106131614,5.133579106131614,0,164,22.0,22.31,7,4,59.94,67.17,10,4847
72,No,2847,72,0,3.487498047942485,3.792008863893806,0,174,30.0,24.63,11,4,61.08,70.57,8,4847
8357,No,2848,8333,1,3.855056799941383,3.885836217334251,0,173,18.0,26.24,9,4,61.45,69.77,7,4847
3279,The Bolts,2849,3267,0,2.835971372290378,4.370555518995425,1,165,24.0,22.97,5,4,66.5,71.55,12,4848
13683,No,2850,13641,0,4.104675710377685,4.4956791041984,0,167,43.0,23.21,13,4,65.14,70.19,12,4848
6759,No,2851,6737,0,5.400924771719025,5.400924771719025,0,158,28.0,24.22,14,4,68.44,75.05,11,4848
12908,Best foot forward,2852,12867,0,4.460832061154444,4.460832061154444,1,177,42.0,24.29,4,4,66.66,71.38,7,4848
4789,No,2853,4771,0,3.929104152533535,4.113027837416146,0,178,18.0,24.83,13,4,59.65,66.73,7,4848
6765,No,2854,6743,0,3.918152704219719,3.918152704219719,0,173,24.0,23.75,2,4,69.1,74.06,9,4849
11709,No,2855,11672,1,2.47842991720643,3.566322554931221,0,166,32.0,22.83,4,4,57.62,71.35,6,4849
4272,No,2856,4256,0,3.952625208206176,4.840507607670651,0,164,20.0,23.43,8,4,67.89,72.68,7,4849
11691,No,2857,11654,0,5.423755068180839,5.423755068180839,0,169,29.0,20.97,13,4,78.71,68.22,13,4850
8329,No,2858,8305,0,5.38496923699781,5.38496923699781,0,169,34.0,25.5,12,4,63.68,69.39,12,4850
8350,Forest's running club,2859,8326,0,3.820480385770257,3.820480385770257,0,166,24.0,24.86,8,4,78.1,74.78,13,4850
9463,No,2860,9436,0,4.127076818877839,4.194407748550403,0,171,41.0,23.31,7,4,73.16,70.04,12,4851
739,No,2861,737,0,5.236858834207494,5.236858834207494,0,160,19.0,24.08,14,4,64.01,67.77,11,4851
10090,Best foot forward,2862,10060,0,3.465212859572636,4.372291219067816,0,165,36.0,26.63,18,4,61.57,70.95,10,4851
10082,No,2863,10052,0,3.630580092824534,3.630580092824534,0,172,22.0,24.4,18,4,44.612217,71.13,9,4851
7553,Runway RAF running club,2864,7531,0,3.635574339515485,3.646947875742482,0,167,36.0,23.97,12,4,63.76,72.77,9,4851
9728,No,2865,9701,0,3.319518888826037,4.906972684623161,0,165,52.0,22.76,21,4,58.51,71.42,8,4852
12910,No,2866,12869,0,2.949764319820764,4.066948454511397,0,167,33.0,20.98,10,4,62.09,78.73,12,4852
5614,The Bolts,2867,5595,0,2.675962800383555,3.87928555366495,0,166,18.0,23.72,17,4,53.2,71.28,11,4852
8333,No,2868,8309,0,3.605624896298273,4.397199811162086,0,177,23.0,26.88,14,4,69.25,72.02,12,4852
8368,No,2869,8344,0,4.959773123070825,4.959773123070825,0,171,33.0,23.64,5,4,60.65,66.7,9,4853
13373,No,2870,13331,0,4.372222440265173,4.372222440265173,0,169,35.0,23.76,6,4,63.8,70.15,10,4854
11723,No,2871,11686,0,3.924220969888704,3.924220969888704,0,175,29.0,24.75,8,4,74.8,69.4,11,4854
10702,No,2872,10669,1,3.848092275974218,4.112203922586872,0,172,30.0,21.94,8,4,56.98,65.87,3,4855
12885,Mo running,2873,12844,0,3.413320185793663,4.185643727101442,0,168,34.0,22.77,9,4,67.77,66.31,8,4855
2197,Run every day,2874,2187,1,3.94339591723331,3.94339591723331,1,177,53.0,23.13,16,4,63.76,73.56,3,4856
2206,No,2875,2196,0,4.572582379445751,4.572582379445751,0,172,37.0,25.9,21,4,58.72,71.36,7,4856
13699,No,2876,13657,0,2.80389877331056,3.341671654956328,0,173,36.0,23.96,6,4,64.46,65.69,13,4856
3286,No,2877,3274,1,2.744602143136978,3.255608421613863,0,162,27.0,25.68,8,4,60.78,71.27,4,4857
5615,No,2878,5596,0,2.840377291282857,4.652109455104828,0,172,52.0,26.55,5,4,58.38,69.11,9,4857
4259,No,2879,4243,0,4.661054140139216,4.661054140139216,0,171,47.0,23.07,6,4,56.66,72.84,8,4857
10834,No,2880,10801,0,4.253200241504745,4.253200241504745,0,165,46.0,25.07,18,4,44.612217,69.5,10,4857
2215,Flash boys,2881,2205,0,3.901677460334025,3.901677460334025,1,171,39.0,25.54,8,4,69.15,68.94,13,4857
12909,No,2882,12868,1,4.261284086766849,4.727765915980573,0,165,33.0,24.95,8,4,61.06,68.45,3,4858
4260,No,2883,4244,1,4.030624851259815,4.030624851259815,0,162,45.0,23.69,20,3,70.68,73.6,6,4858
7560,No,2884,7538,0,3.363122231511028,3.860354895904564,0,165,39.0,23.92,4,4,60.0,69.08,7,4858
13678,No,2885,13636,0,5.007876060129642,5.007876060129642,0,173,18.0,26.05,4,4,67.79,68.6,7,4859
3295,No,2886,3283,1,4.148387677074138,4.148387677074138,0,175,36.0,23.51,19,4,74.86,70.6,3,4859
13721,No,2887,13679,0,3.626006819119076,4.038930861463281,0,169,52.0,23.74,8,4,62.43,81.272823,12,4859
8349,Forest's running club,2888,8325,0,3.586381030344063,4.106937974295758,0,168,18.0,23.27,6,4,57.12,67.75,7,4859
2179,No,2889,2169,1,3.937573518094093,3.937573518094093,0,169,18.0,24.7,7,4,63.22,71.5,7,4859
11679,No,2890,11642,1,2.756579849451501,3.994931649688572,0,169,18.0,24.22,13,4,74.53,66.82,6,4859
7157,No,2891,7135,0,4.549875222173517,4.549875222173517,0,171,37.0,24.1,10,4,64.25,71.0,7,4860
783,No,2892,781,0,4.659083361524737,4.659083361524737,0,162,60.0,23.42,8,4,61.75,68.87,11,4860
13702,No,2893,13660,1,4.109493348251881,4.274029880691715,0,170,53.0,22.51,24,4,60.7,74.05,4,4860
4794,Forest's running club,2894,4776,0,2.662982609573375,3.774041634950398,1,165,51.0,23.44,28,4,69.26,69.12,10,4860
6744,No,2895,6722,0,5.291125750986059,5.291125750986059,0,175,46.0,24.94,7,4,58.51,68.63,12,4860
7153,No,2896,7131,0,5.534872257439721,5.534872257439721,0,158,29.0,21.52,16,4,64.81,65.34,11,4861
788,No,2897,786,1,4.272359704003502,4.272359704003502,0,166,28.0,22.68,1,4,64.05,70.8,5,4861
10102,No,2898,10072,0,5.182124715444417,5.182124715444417,0,171,41.0,20.85,19,4,66.81,68.65,13,4862
11683,No,2899,11646,0,3.682016709498019,3.890049110931202,0,165,47.0,24.44,13,4,64.83,68.28,13,4862
11693,No,2900,11656,1,2.884536249892459,3.477200889988904,0,169,35.0,24.1,5,4,72.13,69.48,7,4862
3294,No,2901,3282,0,4.434547007383266,5.188836823952843,0,167,18.0,24.84,19,4,59.08,73.97,11,4863
11705,No,2902,11668,1,4.920571072696735,4.920571072696735,0,172,29.0,24.11,9,4,64.32,72.38,3,4863
11680,No,2903,11643,0,3.087941730907704,4.088872171340765,0,166,33.0,23.75,6,4,56.98,67.29,7,4864
10087,No,2904,10057,1,4.905419565674309,4.905419565674309,0,167,22.0,21.54,7,4,60.92,74.14,4,4864
5616,No,2905,5597,1,4.208472122055428,4.248149087443491,0,176,18.0,25.46,6,4,61.42,68.83,4,4864
763,Run every day,2906,761,0,3.43216151587708,3.896193972419257,1,169,39.0,24.84,10,4,66.4,68.78,9,4864
11727,No,2907,11690,1,5.526169739493818,5.526169739493818,0,168,28.0,22.3,8,4,44.612217,69.34,6,4864
3275,No,2908,3263,0,3.787039115847885,4.314527731399345,0,162,54.0,23.98,15,4,61.49,70.93,12,4865
9726,No,2909,9699,1,2.970161430565729,4.219976713907072,0,179,57.0,24.88,9,4,54.93,71.76,5,4865
7550,No,2910,7528,0,4.384091591847128,4.384091591847128,0,170,25.0,24.95,7,4,62.31,67.72,7,4865
5617,No,2911,5598,0,4.661128540328892,4.661128540328892,0,173,58.0,27.22,19,4,67.21,69.6,10,4866
11716,Road Runners,2912,11679,1,2.883800817986471,3.5607996305873,1,180,43.0,24.65,9,4,55.9,74.48,5,4867
